project,category,column1,column2,column3,,
008,,Tinkaton,Pickpocket,,,
008,,Wiglett,Sand Veil,,,
008,,Wugtrio,Sand Veil,,,
008,,Bombirdier,Rocky Payload,,,
008,,Varoom,Slow Start,,,
008,,Revavroom,Filter,,,
008,,Cyclizar,Regenerator,,,
008,,Orthworm,Sand Veil,,,
008,,Glimmet,Corrosion,,,
008,,Glimmora,Corrosion,,,
008,,Greavard,Fluffy,,,
008,,Houndstone,Fluffy,,,
008,,Flamigo,Costar,,,
008,,Cetoddle,Sheer Force,,,
008,,Cetitan,Sheer Force,,,
008,,Veluza,Sharpness,,,
008,,Dondozo,Water Veil,,,
008,,Tatsugiri,Storm Drain,,,
008,,Frigibax,Ice Body,,,
008,,Arctibax,Ice Body,,,
008,,Baxcalibur,Ice Body,,,
008,,Poltchageist,Heatproof,,,
008,,Sinistcha,Heatproof,,,
008,,Okidogi,Guard Dog,,,
008,,Munkidori,Frisk,,,
008,,Fezandipiti,Technician,,,
009,,Unown A,Anger,,,
009,,Unown B,Bear,,,
009,,Unown C,Chase,,,
009,,Unown D,Direct,,,
009,,Unown E,Engage,,,
009,,Unown F,Find,,,
009,,Unown G,Give,,,
009,,Unown H,Help,,,
009,,Unown I,Increase,,,
009,,Unown J,Join,,,
009,,Unown K,Keep,,,
009,,Unown L,Laugh,,,
009,,Unown M,Make,,,
009,,Unown N,Nuzzle,,,
009,,Unown O,Observe,,,
009,,Unown P,Perform,,,
009,,Unown Q,Quicken,,,
009,,Unown R,Reassure,,,
009,,Unown S,Search,,,
009,,Unown T,Tell,,,
009,,Unown U,Undo,,,
009,,Unown V,Vanish,,,
009,,Unown W,Want,,,
009,,Unown X,XXXXX,,,
009,,Unown Y,Yield,,,
009,,Unown Z,Zoom,,,
009,,Unown ?,?????,,,
009,,Unown !,!!!!!,,,
010,,Articuno,,,,
010,,Zapdos,,,,
010,,Moltres,,,,
010,,Mewtwo,,,,
010,,Mew,,,,
010,,Raikou,,,,
010,,Entei,,,,
010,,Suicune,,,,
010,,Lugia,,,,
010,,Ho-oh,,,,
010,,Celebi,,,,
010,,Regirock,,,,
010,,Regice,,,,
010,,Registeel,,,,
010,,Latias,,,,
010,,Latios,,,,
010,,Kyogre,,,,
010,,Groudon,,,,
010,,Rayquaza,,,,
010,,Jirachi,,,,
010,,Deoxys,,,,
010,,Uxie,,,,
010,,Mesprit,,,,
010,,Azelf,,,,
010,,Dialga,,,,
010,,Palkia,,,,
010,,Heatran,,,,
010,,Regigigas,,,,
010,,Giratina,,,,
010,,Cresselia,,,,
010,,Manaphy,,,,
010,,Darkrai,,,,
010,,Shaymin,,,,
010,,Arceus,,,,
010,,Cobalion,,,,
010,,Terrakion,,,,
010,,Virizion,,,,
010,,Tornadus,,,,
010,,Thundurus,,,,
010,,Reshiram,,,,
010,,Zekrom,,,,
010,,Landorus,,,,
010,,Kyurem,,,,
010,,Xerneas,,,,
010,,Yveltal,,,,
010,,Zygarde,,,,
010,,Type: Null,,,,
010,,Tapu Koko,,,,
010,,Tapu Lele,,,,
010,,Tapu Bulu,,,,
010,,Tapu Fini,,,,
010,,Solgaleo,,,,
010,,Lunala,,,,
010,,Necrozma,,,,
011,,Eevee,"Gold , Silver , Crystal",Goldenrod City,,
011,,Togepi,"Gold , Silver , Crystal",Violet City Pokémon Center,,
011,,Tyrogue,"Gold , Silver , Crystal",Mt. Mortar,,
011,,Pichu,Crystal,Route 34 Day Care,,
011,,Cleffa,Crystal,Route 34 Day Care,,
011,,Igglybuff,Crystal,Route 34 Day Care,,
011,,Tyrogue,Crystal,Route 34 Day Care,,
011,,Smoochum,Crystal,Route 34 Day Care,,
011,,Elekid,Crystal,Route 34 Day Care,,
011,,Magby,Crystal,Route 34 Day Care,,
011,,Spearow,"Gold , Silver , Crystal",Route 35 South gate,,
011,,Shuckle,"Gold , Silver , Crystal",Cianwood City,,
011,,Dratini,Crystal,Dragon’s Den,,
011,,Castform,"Ruby , Sapphire , Emerald",Weather Institute,,
011,,Wynaut,"Ruby , Sapphire , Emerald",Lavaridge Town,,
011,,Beldum,"Ruby , Sapphire , Emerald",Mossdeep City,,
011,,Chikorita,Emerald,Littleroot Town,,
011,,Cyndaquil,Emerald,Littleroot Town,,
011,,Totodile,Emerald,Littleroot Town,,
011,,Hitmonlee,"FireRed , LeafGreen",Fighting Dojo,,
011,,Hitmonchan,"FireRed , LeafGreen",Fighting Dojo,,
011,,Lapras,"FireRed , LeafGreen",Silph Co.,,
011,,Eevee,"FireRed , LeafGreen",Celadon Mansion,,
011,,Togepi,"FireRed , LeafGreen",Water Labyrinth,,
011,,Eevee,"Diamond , Pearl , Platinum",Hearthome City,,
011,,Porygon,Platinum,Veilstone City,,
011,,Togepi,Platinum,Eterna City,,
011,,Riolu,"Diamond , Pearl , Platinum",Iron Island,,
011,,Happiny,"Diamond , Pearl",Hearthome City West gate,,
011,,Bulbasaur,"HeartGold , SoulSilver",Professor Oak’s Laboratory,,
011,,Charmander,"HeartGold , SoulSilver",Professor Oak’s Laboratory,,
011,,Squirtle,"HeartGold , SoulSilver",Professor Oak’s Laboratory,,
011,,Eevee,"HeartGold , SoulSilver",Goldenrod City,,
011,,Dratini,"HeartGold , SoulSilver",Dragon’s Den,,
011,,Togepi,"HeartGold , SoulSilver",Violet City,,
011,,Mareep,"HeartGold , SoulSilver","Violet City, Code",,
011,,Wooper,"HeartGold , SoulSilver","Violet City, Code",,
011,,Slugma,"HeartGold , SoulSilver","Violet City, Code",,
011,,Tyrogue,"HeartGold , SoulSilver",Mt. Mortar,,
011,,Treecko,"HeartGold , SoulSilver",Silph. Co,,
011,,Torchic,"HeartGold , SoulSilver",Silph. Co,,
011,,Mudkip,"HeartGold , SoulSilver",Silph. Co,,
011,,Tentacool,"HeartGold , SoulSilver",Cianwood Pokémon Center,,
011,,Pansage,"Black , White",Dreamyard,,
011,,Pansear,"Black , White",Dreamyard,,
011,,Panpour,"Black , White",Dreamyard,,
011,,Larvesta,"Black , White",Route 18 Rest house,,
011,,Deerling,"Black2 , White2",Route 6 Weather Institute,,
011,,Eevee,"Black2 , White2",Castelia City,,
011,,Happiny,"Black2 , White2",Nacrene City East gate,,
011,,Bulbasaur,"X , Y",Lumiose City,,
011,,Charmander,"X , Y",Lumiose City,,
011,,Squirtle,"X , Y",Lumiose City,,
011,,Lapras,"X , Y",Route 12,,
011,,Chikorita,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Cyndaquil,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Totodile,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Togepi,"Omega Ruby , Alpha Sapphire",Lavaridge Town,,
011,,Sharpedo,"Omega Ruby , Alpha Sapphire",Battle Resort,,
011,,Camerupt,"Omega Ruby , Alpha Sapphire",Battle Resort,,
011,,Castform,"Omega Ruby , Alpha Sapphire",Weather Institute,,
011,,Wynaut,"Omega Ruby , Alpha Sapphire",Lavaridge Town,,
011,,Beldum,"Omega Ruby , Alpha Sapphire",Mossdeep City,,
011,,Latias,"Omega Ruby , Alpha Sapphire",Southern Island,,
011,,Latios,"Omega Ruby , Alpha Sapphire",Southern Island,,
011,,Turtwig,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Chimchar,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Piplup,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Snivy,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Tepig,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Oshawott,"Omega Ruby , Alpha Sapphire",Route 101,,
011,,Eevee,"Sun , Moon",Paniola Ranch,,
011,,Porygon,"Sun , Moon",Aether House,,
011,,Aeordactyle,"Sun , Moon",Seafolk Village,,
011,,Type: Null,"Sun , Moon",Aether Paradise,,
011,,Pikachu,"UltraSun , UltraMoon",Heahea Branch of the Surf Association,,
011,,Eevee,"UltraSun , UltraMoon",Paniola Ranch,,
011,,Porygon,"UltraSun , UltraMoon",Aether House,,
011,,Aeordactyle,"UltraSun , UltraMoon",Seafolk Village,,
011,,Poipole,"UltraSun , UltraMoon",Megalo Tower/Ultra Megalopolis,,
011,,Type: Null,"UltraSun , UltraMoon",Ancient Poni Path,,
011,,Eevee,"Brilliant Diamond, Shining Pearl",Bebe,,
011,,Happiny,"Brilliant Diamond, Shining Pearl",Hiker,,
011,,Riolu,"Brilliant Diamond, Shining Pearl",Riley,,
012,,Abra,"Gold, Silver, Crystal",Goldenrod,200 coins,
012,,Dratini,"Gold, Silver",Goldenrod,2100 coins,
012,,Ekans,Gold,Goldenrod,700 coins,
012,,Sandshrew,Silver,Goldenrod,700 coins,
012,,Wobbuffet,Crystal,Goldenrod,1500 coins,
012,,Cubone,Crystal,Goldenrod,800 coins,
012,,Porygon,"Gold, Silver, Crystal",Celadon,"9999 coins Gold, Silver
5555 coins Crystal",
012,,Eevee,"Gold, Silver",Celadon,6666 coins,
012,,Mr. Mime,"Gold, Silver",Celadon,3333 coins,
012,,Pikachu,Crystal,Celadon,2222 coins,
012,,Larvitar,Crystal,Celadon,8888 coins,
012,,Abra,"FireRed, LeafGreen",Celadon,"180 coins FireRed
120 coins LeafGreen",
012,,Clefairy,"FireRed, LeafGreen",Celadon,"500 coins FireRed 
750 coins LeafGreen",
012,,Dratini,"FireRed, LeafGreen",Celadon,"2800 coins FireRed 
5600 coins LeafGreen",
012,,Porygon,"FireRed, LeafGreen",Celadon,"9999 coins FireRed 
6500 coins LeafGreen",
012,,Scyther,FireRed,Celadon,5500 coins,
012,,Pinsir,LeafGreen,Celadon,2500 coins,
012,,Abra,"HeartGold, SoulSilver",Goldenrod,200 coins,
012,,Dratini,"HeartGold, SoulSilver",Goldenrod,2100 coins,
012,,Ekans,HeartGold,Goldenrod,700 coins,
012,,Sandshrew,SoulSilver,Goldenrod,700 coins,
012,,Eevee,"HeartGold, SoulSilver",Celadon,6666 coins,
012,,Mr. Mime,"HeartGold, SoulSilver",Celadon,3333 coins,
012,,Porygon,"HeartGold, SoulSilver",Celadon,9999 coins,
013,,Badge,Planned,Found,,
013,,Stone Badge,Ralts,Milady,,
013,,Knuckle Badge,Skitty,Porthos,,
013,,Dynamo Badge,Plusle,Cho,,
013,,Heat Badge,Numel,Deela,,
013,,Balance Badge,Solrock,,,
013,,Feather Badge,Tropius,,,
013,,Mind Badge,Vulpix,,,
013,,Rain Badge,Groudon,,,
014,,Hard Resets,Foselos,,,
014,,Soft Resets,Chesedonia,,,
014,,Encounters,Milady,,,
014,,Surfing,Marvolo,,,
014,,Fishing,Devanagari,,,
014,,Eggs,,,,
014,,Eggs + Shiny Parent,,,,
014,,Runs,,,,
014,,Masuda Eggs,Corwin,,,
014,,Poké Radar,Plume,,,
014,,Poké Radar Full Rate,KEUNOTOR,,,
014,,Encounters + Cute Charm,,,,
014,,Encounters + Shiny Charm,タリエシン,,,
014,,Masuda Eggs + Shiny Charm,Jasra,,,
014,,Friend Safari,Aria,,,
014,,Chain Fishing,,,,
014,,Hidden Pokémon,,,,
014,,S.O.S. Battle,Faiella,,,
014,,Dynamax Adventure,,,,
014,,Grand Underground + Something Good Happens,,,,
014,,Mass Outbreak,Charmillon,,,
014,,Massive Mass Outbreak,,,,
014,,Mass Outbreak + 60 Pokémon Defeated,Stonehenge,,,
014,,Sparkling Power 3,,,,
016,"Pokémon Gold, Silver and Crystal",Marill,Mt. Mortar gold silver,Hiker Parry (Route 45),,
016,"Pokémon Gold, Silver and Crystal",Yanma,Route 35,Bug Catcher Arnie (Route 35),,
016,"Pokémon Gold, Silver and Crystal",Dunsparce,Dark Cave,Hiker Anthony (Route 33),,
016,"Pokémon Gold, Silver and Crystal",Snubbull,Route 38 Mt. Mortar gold silver,Schoolboy Chad (Route 38),,
016,"Pokémon Gold, Silver and Crystal",Qwilfish,Route 32 fishing,Fisher Ralph (Route 32),,
016,"Pokémon Gold, Silver and Crystal",Remoraid,Route 44 fishing gold silver,Fisher Wilton (Route 44),,
016,"Pokémon Ruby, Sapphire and Emerald",Surskit,"Route 102, Route 114, Route 117, Route 120 ruby sapphire",,,
016,"Pokémon Ruby, Sapphire and Emerald",Skitty,Route 116,,,
016,"Pokémon Ruby, Sapphire and Emerald",Seedot,"Route 102, Route 117, Route 120 emerald",,,
016,"Pokémon Ruby, Sapphire and Emerald",Nuzleaf,Route 114 emerald,,,
016,"Pokémon Diamond, Pearl and Platinum",Pidgey,Route 229,,,
016,"Pokémon Diamond, Pearl and Platinum",Magnemite,Fuego Ironworks,,,
016,"Pokémon Diamond, Pearl and Platinum",Farfetch’d,Route 221,,,
016,"Pokémon Diamond, Pearl and Platinum",Doduo,Route 201,,,
016,"Pokémon Diamond, Pearl and Platinum",Drowzee,Route 215,,,
016,"Pokémon Diamond, Pearl and Platinum",Krabby,Route 226,,,
016,"Pokémon Diamond, Pearl and Platinum",Voltorb,Route 218,,,
016,"Pokémon Diamond, Pearl and Platinum",Cubone,Route 203,,,
016,"Pokémon Diamond, Pearl and Platinum",Lickitung,Lake Valor,,,
016,"Pokémon Diamond, Pearl and Platinum",Pinsir,Route 229,,,
016,"Pokémon Diamond, Pearl and Platinum",Natu,Route 224,,,
016,"Pokémon Diamond, Pearl and Platinum",Dunsparce,Route 208,,,
016,"Pokémon Diamond, Pearl and Platinum",Snubbull,Route 209,,,
016,"Pokémon Diamond, Pearl and Platinum",Swinub,Route 217,,,
016,"Pokémon Diamond, Pearl and Platinum",Corsola,Route 230,,,
016,"Pokémon Diamond, Pearl and Platinum",Delibird,"Route 216 
Route 217",,,
016,"Pokémon Diamond, Pearl and Platinum",Phanpy,Route 207,,,
016,"Pokémon Diamond, Pearl and Platinum",Smoochum,Lake Acuity,,,
016,"Pokémon Diamond, Pearl and Platinum",Larvitar,Route 206,,,
016,"Pokémon Diamond, Pearl and Platinum",Zigzagoon,Route 202,,,
016,"Pokémon Diamond, Pearl and Platinum",Surskit,Lake Verity,,,
016,"Pokémon Diamond, Pearl and Platinum",Slakoth,Eterna Forest,,,
016,"Pokémon Diamond, Pearl and Platinum",Makuhita,Route 225,,,
016,"Pokémon Diamond, Pearl and Platinum",Nosepass,Route 206,,,
016,"Pokémon Diamond, Pearl and Platinum",Skitty,Route 222,,,
016,"Pokémon Diamond, Pearl and Platinum",Electrike,Valley Windwork,,,
016,"Pokémon Diamond, Pearl and Platinum",Spoink,Route 214,,,
016,"Pokémon Diamond, Pearl and Platinum",Spinda,Route 227,,,
016,"Pokémon Diamond, Pearl and Platinum",Absol,Route 213,,,
016,"Pokémon Diamond, Pearl and Platinum",Beldum,Route 228,,,
016,Pokémon HeartGold and SoulSilver,Chansey,Route 13,,,
016,Pokémon HeartGold and SoulSilver,Ditto,Route 47,,,
016,Pokémon HeartGold and SoulSilver,Marill,Mt. Mortar,,,
016,Pokémon HeartGold and SoulSilver,Yanma,Route 45,,,
016,Pokémon HeartGold and SoulSilver,Dunsparce,Dark Cave,,,
016,Pokémon HeartGold and SoulSilver,Snubbull,Route 38,,,
016,Pokémon HeartGold and SoulSilver,Qwilfish,Route 32,,,
016,Pokémon HeartGold and SoulSilver,Remoraid,Route 44,,,
016,Pokémon HeartGold and SoulSilver,Poochyena,Route 1,,,
016,Pokémon HeartGold and SoulSilver,Wingull,Vermillon City,,,
016,Pokémon HeartGold and SoulSilver,Ralts,Route 34,,,
016,Pokémon HeartGold and SoulSilver,Sableye,Route 9,,,
016,Pokémon HeartGold and SoulSilver,Mawile,Route 9,,,
016,Pokémon HeartGold and SoulSilver,Gulpin,Route 3,,,
016,Pokémon HeartGold and SoulSilver,Swablu,Route 45,,,
016,Pokémon HeartGold and SoulSilver,Whiscash,Violet City,,,
016,Pokémon HeartGold and SoulSilver,Baltoy,Route 3,,,
016,Pokémon HeartGold and SoulSilver,Clamperl,Route 19,,,
016,Pokémon HeartGold and SoulSilver,Relicanth,Route 12,,,
016,Pokémon HeartGold and SoulSilver,Luvdisc,Route 27,,,
016,Pokémon HeartGold and SoulSilver,Kricketot,Viridian Forest,,,
016,Pokémon HeartGold and SoulSilver,Buneary,Route 25,,,
016,Pokémon Black and White,Paras,Route 11,,,
016,Pokémon Black and White,Mankey,Route 15,,,
016,Pokémon Black and White,Farfetch’d,Route 1,,,
016,Pokémon Black and White,Doduo,Route 12,,,
016,Pokémon Black and White,Exeggcute,Route 18,,,
016,Pokémon Black and White,Sentret,Route 7,,,
016,Pokémon Black and White,Yanma,Route 14,,,
016,Pokémon Black and White,Pineco,Route 16,,,
016,Pokémon Black and White,Houndoor,Route 9,,,
016,Pokémon Black and White,Smeargle,Route 5,,,
016,Pokémon Black and White,Tyrogue,Route 10,,,
016,Pokémon Black and White,Poochyena,Route 9,,,
016,Pokémon Black and White,Shroomish,Route 11,,,
016,Pokémon Black and White,Plusle,Route 6,,,
016,Pokémon Black and White,Minun,Route 6,,,
016,Pokémon Black and White,Volbeat,Route 3,,,
016,Pokémon Black and White,Illumise,Route 3,,,
016,Pokémon Black and White,Shuppet,Route 13,,,
016,Pokémon Black and White,Wynaut,Route 2,,,
016,Pokémon Black and White,Hippopotas,Route 4,,,
016,Pokémon Black and White,Croagunk,Route 8,,,
016,Pokémon Black2 and White2,Fearow,Route 15,,,
016,Pokémon Black2 and White3,Slowpoke,Abudant Shrine,,,
016,Pokémon Black2 and White4,Farfetch’d,Route 1,,,
016,Pokémon Black2 and White5,Doduo,Route 12,,,
016,Pokémon Black2 and White6,Hypno,Dreamyard,,,
016,Pokémon Black2 and White7,Mr. Mime,Route 20,,,
016,Pokémon Black2 and White8,Furret,Route 7,,,
016,Pokémon Black2 and White9,Ledian,Route 22,,,
016,Pokémon Black2 and White10,Ariados,Route 22,,,
016,Pokémon Black2 and White11,Natu,Route 5,,,
016,Pokémon Black2 and White12,Sudowoodo,Route 20,,,
016,Pokémon Black2 and White13,Hoppip,Route 18,,,
016,Pokémon Black2 and White14,Quagsire,Route 8,,,
016,Pokémon Black2 and White15,Pineco,Route 16,,,
016,Pokémon Black2 and White16,Swellow,Route 13,,,
016,Pokémon Black2 and White17,Masquerain,Route 11,,,
016,Pokémon Black2 and White18,Plusle,Route 6,,,
016,Pokémon Black2 and White19,Minun,Route 6,,,
016,Pokémon Black2 and White20,Volbeat,Route 3,,,
016,Pokémon Black2 and White21,Illumise,Route 3,,,
016,Pokémon Black2 and White22,Swalot,Route 9,,,
016,Pokémon Black2 and White23,Cacturne,Reversal Mountain,,,
016,Pokémon Black2 and White24,Hippowdon,Desert Resort,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Pidgey,Route 229,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Magnemite,Fuego Ironworks,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Farfetch’d,Route 221,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Doduo,Route 201,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Drowzee,Route 215,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Krabby,Route 226,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Voltorb,Route 218,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Cubone,Route 203,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Lickitung,Lake Valor,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Pinsir,Route 229,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Natu,Route 224,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Dunsparce,Route 208,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Snubbull,Route 209,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Swinub,Route 217,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Corsola,Route 230,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Delibird,"Route 216 
Route 217",,,
016,Pokémon Brilliant Diamond and Shining Pearl,Phanpy,Route 207,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Smoochum,Lake Acuity,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Larvitar,Route 206,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Zigzagoon,Route 202,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Surskit,Lake Verity,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Slakoth,Eterna Forest,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Makuhita,Route 225,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Nosepass,Route 206,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Skitty,Route 222,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Electrike,Valley Windwork,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Spoink,Route 214,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Spinda,Route 227,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Absol,Route 213,,,
016,Pokémon Brilliant Diamond and Shining Pearl,Beldum,Route 228,,,
017,"Pokémon Gold, Silver, Crystal",Caterpie,,,,
017,"Pokémon Gold, Silver, Crystal",Metapod,,,,
017,"Pokémon Gold, Silver, Crystal",Butterfree,,,,
017,"Pokémon Gold, Silver, Crystal",Weedle,,,,
017,"Pokémon Gold, Silver, Crystal",Kakuna,,,,
017,"Pokémon Gold, Silver, Crystal",Beedrill,,,,
017,"Pokémon Gold, Silver, Crystal",Paras,,,,
017,"Pokémon Gold, Silver, Crystal",Venonat,,,,
017,"Pokémon Gold, Silver, Crystal",Scyther,,,,
017,"Pokémon Gold, Silver, Crystal",Pinsir,,,,
017,"Pokémon HeartGold, SoulSilver",Caterpie,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Metapod,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Butterfree,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Weedle,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Kakuna,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Beedrill,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Paras,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Venonat,Tuesday,,,
017,"Pokémon HeartGold, SoulSilver",Scyther,"Tuesday, Thursday, Saturday",,,
017,"Pokémon HeartGold, SoulSilver",Pinsir,"Tuesday, Thursday, Saturday",,,
017,"Pokémon HeartGold, SoulSilver",Wurmple,"Thursday, Saturday",,,
017,"Pokémon HeartGold, SoulSilver",Silcoon,Thursday,,,
017,"Pokémon HeartGold, SoulSilver",Beautifly,Saturday,,,
017,"Pokémon HeartGold, SoulSilver",Cascoon,Saturday,,,
017,"Pokémon HeartGold, SoulSilver",Dustox,Thursday,,,
017,"Pokémon HeartGold, SoulSilver",Nincada,"Thursday, Saturday",,,
017,"Pokémon HeartGold, SoulSilver",Volbeat,Thursday,,,
017,"Pokémon HeartGold, SoulSilver",Illumise,Saturday,,,
017,"Pokémon HeartGold, SoulSilver",Kricketot,"Thursday, Saturday",,,
017,"Pokémon HeartGold, SoulSilver",Kricketune,"Thursday, Saturday",,,
017,"Pokémon HeartGold, SoulSilver",Combee,"Thursday, Saturday",,,
018,,Meowth,,,,
018,,Persian,,,,
018,,Skitty,,,,
018,,Delcatty,,,,
018,,Shinx,,,,
018,,Luxio,,,,
018,,Luxray,,,,
018,,Glameow,,,,
018,,Purugly,,,,
018,,Purrloin,,,,
018,,Liepard,,,,
018,,Litleo,,,,
018,,Pyroar,,,,
018,,Espurr,,,,
018,,Meowstic,,,,
018,,Litten,,,,
018,,Torracat,,,,
018,,Incineroar,,,,
018,,Perrserker,,,,
018,,Sprigatito,,,,
018,,Floragato,,,,
018,,Meowscarada,,,,
019,,Normal,Sirocco,,,
019,,Dragon,Auvergne,,,
019,,Flying,Plume,,,
019,,Psychic,Sophia,,,
019,,Dark,Benedict,,,
019,,Grass,Corwin,,,
019,,Fire,Jasra,,,
019,,Bug,Milady,,,
019,,Ghost,ランプラー,,,
019,,Poison,Seisaku,,,
019,,Water,Caine,,,
019,,Fighting,タリエシン,,,
019,,Steel,Foselos,,,
019,,Fairy,Break,,,
019,,Ice,Sage,,,
019,,Rock,Amagami,,,
019,,Ground,Ada,,,
019,,Electric,Saphir,,,
021,,Archipelago,,,,
021,,Continental,,,,
021,,Elegant,,,,
021,,Garden,,,,
021,,High Plains,,,,
021,,Icy Snow,,,,
021,,Jungle,,,,
021,,Marine,,,,
021,,Meadow,,,,
021,,Modern,,,,
021,,Monsoon,,,,
021,,Ocean,,,,
021,,Polar,,,,
021,,River,,,,
021,,Sandstorm,,,,
021,,Savannah,,,,
021,,Sun,,,,
021,,Tundra,,,,
021,,Fantasy,,,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Geodude,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Voltorb,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Electrode,Team Rocket’s Hideout,Transmitter Room,,
022,"Pokémon Gold, Silver, Crystal",Electrode,Team Rocket’s Hideout,Transmitter Room,,
022,"Pokémon Gold, Silver, Crystal",Electrode,Team Rocket’s Hideout,Transmitter Room,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Koffing,Team Rocket’s Hideout,Trap Floor,,
022,"Pokémon Gold, Silver, Crystal",Lapras,Union Cave,Every Friday,,
022,"Pokémon Gold, Silver, Crystal",Snorlax,Vermilion City,,,
022,"Pokémon Gold, Silver, Crystal",Sudowoodo,Route 36,,,
022,"Pokémon Gold, Silver, Crystal",Raikou,Roaming,,,
022,"Pokémon Gold, Silver, Crystal",Entei,Roaming,,,
022,"Pokémon Gold, Silver, Crystal",Suicune,Roaming,,,
022,"Pokémon Gold, Silver, Crystal",Suicune,Tin Tower,,,
